"";"NU_IDENTIFICADOR";"notaEF";"notaRH";"notaServ";"IDCREAS";"Ano";"IBGE";"IBGE7";"UF";"Municipio";"Porte_pop2010"
"271";14108303276;5;3;2;3,33;2019;410830;4108304;"Paraná";"FOZ DO IGUACU";"Grande"
"272";14109403086;5;3;4;4;2019;410940;4109401;"Paraná";"GUARAPUAVA";"Grande"
"273";14113700182;4;3;2;3;2019;411370;4113700;"Paraná";"LONDRINA";"Grande"
"274";14113700188;2;5;1;2,67;2019;411370;4113700;"Paraná";"LONDRINA";"Grande"
"275";14115201490;3;5;2;3,33;2019;411520;4115200;"Paraná";"MARINGA";"Grande"
"276";14118201774;2;3;1;2;2019;411820;4118204;"Paraná";"PARANAGUA";"Grande"
"277";14119153007;3;3;2;2,67;2019;411915;4119152;"Paraná";"PINHAIS";"Grande"
"278";14119901680;4;3;2;3;2019;411990;4119905;"Paraná";"PONTA GROSSA";"Grande"
"279";14125501229;5;3;2;3,33;2019;412550;4125506;"Paraná";"SAO JOSE DOS PINHAIS";"Grande"
"280";14127701306;5;4;2;3,67;2019;412770;4127700;"Paraná";"TOLEDO";"Grande"
"281";14127703211;2;5;2;3;2019;412770;4127700;"Paraná";"TOLEDO";"Grande"
"282";14128101934;4;5;2;3,67;2019;412810;4128104;"Paraná";"UMUARAMA";"Grande"
"283";14202002975;3;5;4;4;2019;420200;4202008;"Santa Catarina";"BALNEARIO CAMBORIU";"Grande"
"284";14202401045;5;3;2;3,33;2019;420240;4202404;"Santa Catarina";"BLUMENAU";"Grande"
"285";14202903144;5;3;4;4;2019;420290;4202909;"Santa Catarina";"BRUSQUE";"Grande"
"286";14204201655;5;5;4;4,67;2019;420420;4204202;"Santa Catarina";"CHAPECO";"Grande"
"287";14204202826;3;4;4;3,67;2019;420420;4204202;"Santa Catarina";"CHAPECO";"Grande"
"288";14204601474;3;2;3;2,67;2019;420460;4204608;"Santa Catarina";"CRICIUMA";"Grande"
"289";14205403119;5;3;2;3,33;2019;420540;4205407;"Santa Catarina";"FLORIANOPOLIS";"Grande"
"290";14208200573;3;5;3;3,67;2019;420820;4208203;"Santa Catarina";"ITAJAI";"Grande"
"291";14208902914;5;3;2;3,33;2019;420890;4208906;"Santa Catarina";"JARAGUA DO SUL";"Grande"
"292";14209101963;5;3;2;3,33;2019;420910;4209102;"Santa Catarina";"JOINVILLE";"Grande"
"293";14209300813;3;3;2;2,67;2019;420930;4209300;"Santa Catarina";"LAGES";"Grande"
"294";14211901125;2;5;3;3,33;2019;421190;4211900;"Santa Catarina";"PALHOCA";"Grande"
"295";14216600042;5;3;1;3;2019;421660;4216602;"Santa Catarina";"SAO JOSE";"Grande"
"296";14300601511;2;5;2;3;2019;430060;4300604;"Rio Grande do Sul";"ALVORADA";"Grande"
"297";14301601822;3;2;2;2,33;2019;430160;4301602;"Rio Grande do Sul";"BAGE";"Grande"
"298";14302103046;5;4;4;4,33;2019;430210;4302105;"Rio Grande do Sul";"BENTO GONCALVES";"Grande"
"299";14304603018;3;3;2;2,67;2019;430460;4304606;"Rio Grande do Sul";"CANOAS";"Grande"
"300";14305100635;4;4;3;3,67;2019;430510;4305108;"Rio Grande do Sul";"CAXIAS DO SUL";"Grande"
"301";14309201543;3;5;2;3,33;2019;430920;4309209;"Rio Grande do Sul";"GRAVATAI";"Grande"
"302";14313402931;2;2;2;2;2019;431340;4313409;"Rio Grande do Sul";"NOVO HAMBURGO";"Grande"
"303";14314103301;5;5;2;4;2019;431410;4314100;"Rio Grande do Sul";"PASSO FUNDO";"Grande"
"304";14314403016;3;3;2;2,67;2019;431440;4314407;"Rio Grande do Sul";"PELOTAS";"Grande"
"305";14314903199;2;3;3;2,67;2019;431490;4314902;"Rio Grande do Sul";"PORTO ALEGRE";"Metrópole"
"306";14314903232;2;5;5;4;2019;431490;4314902;"Rio Grande do Sul";"PORTO ALEGRE";"Metrópole"
"307";14314903256;2;5;5;4;2019;431490;4314902;"Rio Grande do Sul";"PORTO ALEGRE";"Metrópole"
"308";14314903263;2;5;3;3,33;2019;431490;4314902;"Rio Grande do Sul";"PORTO ALEGRE";"Metrópole"
"309";14314903290;3;5;3;3,67;2019;431490;4314902;"Rio Grande do Sul";"PORTO ALEGRE";"Metrópole"
"310";14314903311;2;4;3;3;2019;431490;4314902;"Rio Grande do Sul";"PORTO ALEGRE";"Metrópole"
"311";14314903364;2;5;5;4;2019;431490;4314902;"Rio Grande do Sul";"PORTO ALEGRE";"Metrópole"
"312";14314903381;2;5;2;3;2019;431490;4314902;"Rio Grande do Sul";"PORTO ALEGRE";"Metrópole"
"313";14314903454;2;5;4;3,67;2019;431490;4314902;"Rio Grande do Sul";"PORTO ALEGRE";"Metrópole"
"314";14315602192;2;5;4;3,67;2019;431560;4315602;"Rio Grande do Sul";"RIO GRANDE";"Grande"
"315";14316801227;3;5;4;4;2019;431680;4316808;"Rio Grande do Sul";"SANTA CRUZ DO SUL";"Grande"
"316";14316902245;5;2;3;3,33;2019;431690;4316907;"Rio Grande do Sul";"SANTA MARIA";"Grande"
"317";14318701605;5;3;4;4;2019;431870;4318705;"Rio Grande do Sul";"SAO LEOPOLDO";"Grande"
"318";14320000612;3;4;2;3;2019;432000;4320008;"Rio Grande do Sul";"SAPUCAIA DO SUL";"Grande"
"319";14322401403;2;4;2;2,67;2019;432240;4322400;"Rio Grande do Sul";"URUGUAIANA";"Grande"
"320";14323001357;3;5;4;4;2019;432300;4323002;"Rio Grande do Sul";"VIAMAO";"Grande"
"321";15002700950;2;5;2;3;2019;500270;5002704;"Mato Grosso do Sul";"CAMPO GRANDE";"Grande"
"322";15002701029;2;3;5;3,33;2019;500270;5002704;"Mato Grosso do Sul";"CAMPO GRANDE";"Grande"
"323";15003201396;3;3;2;2,67;2019;500320;5003207;"Mato Grosso do Sul";"CORUMBA";"Grande"
"324";15003700751;5;5;4;4,67;2019;500370;5003702;"Mato Grosso do Sul";"DOURADOS";"Grande"
"325";15008097774;3;4;5;4;2019;150080;1500800;"Pará";"ANANINDEUA";"Grande"
"326";15008300530;5;5;3;4,33;2019;500830;5008305;"Mato Grosso do Sul";"TRES LAGOAS";"Grande"
"327";15014098038;3;3;5;3,67;2019;150140;1501402;"Pará";"BELEM";"Metrópole"
"328";15014098040;3;3;2;2,67;2019;150140;1501402;"Pará";"BELEM";"Metrópole"
"329";15103402387;2;4;1;2,33;2019;510340;5103403;"Mato Grosso";"CUIABA";"Grande"
"330";15107600634;4;3;3;3,33;2019;510760;5107602;"Mato Grosso";"RONDONOPOLIS";"Grande"
"331";15107900132;5;3;4;4;2019;510790;5107909;"Mato Grosso";"SINOP";"Grande"
"332";15108400609;2;3;2;2,33;2019;510840;5108402;"Mato Grosso";"VARZEA GRANDE";"Grande"
"333";15200253020;3;2;3;2,67;2019;520025;5200258;"Goiás";"AGUAS LINDAS DE GOIAS";"Grande"
"334";15201101202;5;3;3;3,67;2019;520110;5201108;"Goiás";"ANAPOLIS";"Grande"
"335";15201400512;5;1;3;3;2019;520140;5201405;"Goiás";"APARECIDA DE GOIANIA";"Grande"
"336";15208002140;2;4;3;3;2019;520800;5208004;"Goiás";"FORMOSA";"Grande"
"337";15208702131;2;5;4;3,67;2019;520870;5208707;"Goiás";"GOIANIA";"Metrópole"
"338";15208702188;2;3;3;2,67;2019;520870;5208707;"Goiás";"GOIANIA";"Metrópole"
"339";15208702912;2;3;4;3;2019;520870;5208707;"Goiás";"GOIANIA";"Metrópole"
"340";15212501152;3;4;4;3,67;2019;521250;5212501;"Goiás";"LUZIANIA";"Grande"
"341";15218802487;3;4;4;3,67;2019;521880;5218805;"Goiás";"RIO VERDE";"Grande"
"342";15221401629;5;4;4;4,33;2019;522140;5221403;"Goiás";"TRINDADE";"Grande"
"343";15221851574;2;4;3;3;2019;522185;5221858;"Goiás";"VALPARAISO DE GOIAS";"Grande"
"344";15300101551;2;1;2;1,67;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"345";15300101580;3;1;2;2;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"346";15300101621;4;5;2;3,67;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"347";15300101648;2;3;2;2,33;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"348";15300101654;2;1;2;1,67;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"349";15300101684;2;3;1;2;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"350";15300101688;5;3;2;3,33;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"351";15300103202;2;1;1;1,33;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"352";16003098068;2;1;2;1,67;2019;160030;1600303;"Amapá";"MACAPA";"Grande"
"353";21012098214;4;1;3;2,67;2019;210120;2101202;"Maranhão";"BACABAL";"Grande"
"354";21112098562;3;1;3;2,33;2019;211120;2111201;"Maranhão";"SAO JOSE DE RIBAMAR";"Grande"
"355";21113096232;4;5;5;4,67;2019;211130;2111300;"Maranhão";"SAO LUIS";"Metrópole"
"356";22110094064;3;5;5;4,33;2019;221100;2211001;"Piaui";"TERESINA";"Grande"
"357";22110094068;3;5;2;3,33;2019;221100;2211001;"Piaui";"TERESINA";"Grande"
"358";23037095760;3;5;3;3,67;2019;230370;2303709;"Ceará";"CAUCAIA";"Grande"
"359";23044094288;2;4;3;3;2019;230440;2304400;"Ceará";"FORTALEZA";"Metrópole"
"360";23044097120;2;4;4;3,33;2019;230440;2304400;"Ceará";"FORTALEZA";"Metrópole"
"361";23044097164;5;4;4;4,33;2019;230440;2304400;"Ceará";"FORTALEZA";"Metrópole"
"362";23044097637;3;4;3;3,33;2019;230440;2304400;"Ceará";"FORTALEZA";"Metrópole"
"363";23044098056;2;4;4;3,33;2019;230440;2304400;"Ceará";"FORTALEZA";"Metrópole"
"364";25040096146;5;5;3;4,33;2019;250400;2504009;"Paraíba";"CAMPINA GRANDE";"Grande"
"365";25040097726;5;4;3;4;2019;250400;2504009;"Paraíba";"CAMPINA GRANDE";"Grande"
"366";25075096156;4;4;2;3,33;2019;250750;2507507;"Paraíba";"JOAO PESSOA";"Grande"
"367";25075097002;3;4;2;3;2019;250750;2507507;"Paraíba";"JOAO PESSOA";"Grande"
"368";25075097088;2;4;4;3,33;2019;250750;2507507;"Paraíba";"JOAO PESSOA";"Grande"
"369";26041097316;3;4;5;4;2019;260410;2604106;"Pernambuco";"CARUARU";"Grande"
"370";26079095824;3;4;2;3;2019;260790;2607901;"Pernambuco";"JABOATAO DOS GUARARAPES";"Grande"
"371";26107097659;2;4;3;3;2019;261070;2610707;"Pernambuco";"PAULISTA";"Grande"
"372";26116096554;3;3;5;3,67;2019;261160;2611606;"Pernambuco";"RECIFE";"Metrópole"
"373";26116097562;5;3;5;4,33;2019;261160;2611606;"Pernambuco";"RECIFE";"Metrópole"
"374";26116097908;5;3;5;4,33;2019;261160;2611606;"Pernambuco";"RECIFE";"Metrópole"
"375";27043094664;2;5;1;2,67;2019;270430;2704302;"Alagoas";"MACEIO";"Metrópole"
"376";27043094680;3;3;2;2,67;2019;270430;2704302;"Alagoas";"MACEIO";"Metrópole"
"377";27043098002;4;5;2;3,67;2019;270430;2704302;"Alagoas";"MACEIO";"Metrópole"
"378";28003098416;3;5;4;4;2019;280030;2800308;"Sergipe";"ARACAJU";"Grande"
"379";28048098080;2;4;4;3,33;2019;280480;2804805;"Sergipe";"NOSSA SENHORA DO SOCORRO";"Grande"
"380";29108093840;2;4;2;2,67;2019;291080;2910800;"Bahia";"FEIRA DE SANTANA";"Grande"
"381";29108093862;3;4;2;3;2019;291080;2910800;"Bahia";"FEIRA DE SANTANA";"Grande"
"382";29136096672;1;2;1;1,33;2019;291360;2913606;"Bahia";"ILHEUS";"Grande"
"383";29148096928;4;3;2;3;2019;291480;2914802;"Bahia";"ITABUNA";"Grande"
"384";29274094766;1;1;3;1,67;2019;292740;2927408;"Bahia";"SALVADOR";"Metrópole"
"385";29274094774;2;1;3;2;2019;292740;2927408;"Bahia";"SALVADOR";"Metrópole"
"386";29274097966;5;2;3;3,33;2019;292740;2927408;"Bahia";"SALVADOR";"Metrópole"
"387";29274098140;2;2;3;2,33;2019;292740;2927408;"Bahia";"SALVADOR";"Metrópole"
"388";29274098620;2;1;3;2;2019;292740;2927408;"Bahia";"SALVADOR";"Metrópole"
"389";29333094028;2;1;2;1,67;2019;293330;2933307;"Bahia";"VITORIA DA CONQUISTA";"Grande"
"390";29333096794;2;3;2;2,33;2019;293330;2933307;"Bahia";"VITORIA DA CONQUISTA";"Grande"
"391";29333096800;4;4;2;3,33;2019;293330;2933307;"Bahia";"VITORIA DA CONQUISTA";"Grande"
"392";31067094662;4;5;2;3,67;2019;310670;3106705;"Minas gerais";"BETIM";"Grande"
"393";31186095756;4;4;5;4,33;2019;311860;3118601;"Minas gerais";"CONTAGEM";"Grande"
"394";31186099060;2;3;NA;NA;2019;311860;3118601;"Minas gerais";"CONTAGEM";"Grande"
"395";31317094382;5;5;4;4,67;2019;313170;3131703;"Minas gerais";"ITABIRA";"Grande"
"396";31433093920;5;3;5;4,33;2019;314330;3143302;"Minas gerais";"MONTES CLAROS";"Grande"
"397";31433098102;3;3;2;2,67;2019;314330;3143302;"Minas gerais";"MONTES CLAROS";"Grande"
"398";31702098004;5;4;1;3,33;2019;317020;3170206;"Minas gerais";"UBERLANDIA";"Grande"
"399";31702098670;3;3;2;2,67;2019;317020;3170206;"Minas gerais";"UBERLANDIA";"Grande"
"400";31712094594;4;2;4;3,33;2019;317120;3171204;"Minas gerais";"VESPASIANO";"Grande"
"401";32013097573;3;5;2;3,33;2019;320130;3201308;"Espirito Santo";"CARIACICA";"Grande"
"402";32015096702;2;2;3;2,33;2019;320150;3201506;"Espirito Santo";"COLATINA";"Grande"
"403";32050096528;2;1;2;1,67;2019;320500;3205002;"Espirito Santo";"SERRA";"Grande"
"404";33004594692;3;4;2;3;2019;330045;3300456;"Rio de Janeiro";"BELFORD ROXO";"Grande"
"405";33004594696;3;5;3;3,67;2019;330045;3300456;"Rio de Janeiro";"BELFORD ROXO";"Grande"
"406";33010096342;3;5;5;4,33;2019;330100;3301009;"Rio de Janeiro";"CAMPOS DOS GOYTACAZES";"Grande"
"407";33010096838;4;5;5;4,67;2019;330100;3301009;"Rio de Janeiro";"CAMPOS DOS GOYTACAZES";"Grande"
"408";33017096104;3;4;3;3,33;2019;330170;3301702;"Rio de Janeiro";"DUQUE DE CAXIAS";"Grande"
"409";33017098426;2;1;1;1,33;2019;330170;3301702;"Rio de Janeiro";"DUQUE DE CAXIAS";"Grande"
"410";33024098272;3;2;2;2,33;2019;330240;3302403;"Rio de Janeiro";"MACAE";"Grande"
"411";33027095822;4;4;3;3,67;2019;330270;3302700;"Rio de Janeiro";"MARICA";"Grande"
"412";33033098302;4;1;3;2,67;2019;330330;3303302;"Rio de Janeiro";"NITEROI";"Grande"
"413";33035096386;3;3;2;2,67;2019;330350;3303500;"Rio de Janeiro";"NOVA IGUACU";"Grande"
"414";33035098276;1;2;5;2,67;2019;330350;3303500;"Rio de Janeiro";"NOVA IGUACU";"Grande"
"415";33035098278;5;2;5;4;2019;330350;3303500;"Rio de Janeiro";"NOVA IGUACU";"Grande"
"416";33049094616;2;3;3;2,67;2019;330490;3304904;"Rio de Janeiro";"SAO GONCALO";"Metrópole"
"417";33049094672;2;1;2;1,67;2019;330490;3304904;"Rio de Janeiro";"SAO GONCALO";"Metrópole"
"418";33049094712;3;1;2;2;2019;330490;3304904;"Rio de Janeiro";"SAO GONCALO";"Metrópole"
"419";33049094730;3;1;3;2,33;2019;330490;3304904;"Rio de Janeiro";"SAO GONCALO";"Metrópole"
"420";33051095762;2;4;2;2,67;2019;330510;3305109;"Rio de Janeiro";"SAO JOAO DE MERITI";"Grande"
"421";35033096542;3;2;3;2,67;2019;350330;3503307;"São Paulo";"ARARAS";"Grande"
"422";35060096534;4;3;4;3,67;2019;350600;3506003;"São Paulo";"BAURU";"Grande"
"423";35065093876;5;4;3;4;2019;350650;3506508;"São Paulo";"BIRIGUI";"Grande"
"424";35076096748;3;4;2;3;2019;350760;3507605;"São Paulo";"BRAGANCA PAULISTA";"Grande"
"425";35095098820;4;2;3;3;2019;350950;3509502;"São Paulo";"CAMPINAS";"Metrópole"
"426";35106097906;2;3;5;3,33;2019;351060;3510609;"São Paulo";"CARAPICUIBA";"Grande"
"427";35111094270;2;3;4;3;2019;351110;3511102;"São Paulo";"CATANDUVA";"Grande"
"428";35130097688;1;2;2;1,67;2019;351300;3513009;"São Paulo";"COTIA";"Grande"
"429";35138098394;3;3;2;2,67;2019;351380;3513801;"São Paulo";"DIADEMA";"Grande"
"430";35162098312;2;3;2;2,33;2019;351620;3516200;"São Paulo";"FRANCA";"Grande"
"431";35163097986;3;1;3;2,33;2019;351630;3516309;"São Paulo";"FRANCISCO MORATO";"Grande"
"432";35164096762;3;3;5;3,67;2019;351640;3516408;"São Paulo";"FRANCO DA ROCHA";"Grande"
"433";35188098016;3;2;2;2,33;2019;351880;3518800;"São Paulo";"GUARULHOS";"Metrópole"
"434";35188098082;4;4;2;3,33;2019;351880;3518800;"São Paulo";"GUARULHOS";"Metrópole"
"435";35225095936;3;3;3;3;2019;352250;3522505;"São Paulo";"ITAPEVI";"Grande"
"436";35244098892;3;3;3;3;2019;352440;3524402;"São Paulo";"JACAREI";"Grande"
"437";35250096582;2;2;3;2,33;2019;352500;3525003;"São Paulo";"JANDIRA";"Grande"
"438";35253096262;5;3;3;3,67;2019;352530;3525300;"São Paulo";"JAU";"Grande"
"439";35294098294;3;3;2;2,67;2019;352940;3529401;"São Paulo";"MAUA";"Grande"
"440";35306096278;4;4;2;3,33;2019;353060;3530607;"São Paulo";"MOGI DAS CRUZES";"Grande"
"441";35344097016;2;2;2;2;2019;353440;3534401;"São Paulo";"OSASCO";"Grande"
"442";35387095572;3;5;4;4;2019;353870;3538709;"São Paulo";"PIRACICABA";"Grande"
"443";35414098978;4;3;2;3;2019;354140;3541406;"São Paulo";"PRESIDENTE PRUDENTE";"Grande"
"444";35433098164;3;2;3;2,67;2019;354330;3543303;"São Paulo";"RIBEIRAO PIRES";"Grande"
"445";35434096102;3;NA;2;NA;2019;354340;3543402;"São Paulo";"RIBEIRAO PRETO";"Grande"
"446";35434097190;5;2;2;3;2019;354340;3543402;"São Paulo";"RIBEIRAO PRETO";"Grande"
"447";35478099092;3;3;NA;NA;2019;354780;3547809;"São Paulo";"SANTO ANDRE";"Grande"
"448";35485098112;2;5;5;4;2019;354850;3548500;"São Paulo";"SANTOS";"Grande"
"449";35487096388;4;1;2;2,33;2019;354870;3548708;"São Paulo";"SAO BERNARDO DO CAMPO";"Grande"
"450";35488093584;3;5;1;3;2019;354880;3548807;"São Paulo";"SAO CAETANO DO SUL";"Grande"
"451";35498094266;3;5;2;3,33;2019;354980;3549805;"São Paulo";"SAO JOSE DO RIO PRETO";"Grande"
"452";35499096540;5;3;3;3,67;2019;354990;3549904;"São Paulo";"SAO JOSE DOS CAMPOS";"Grande"
"453";35503094136;2;5;1;2,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"454";35503094144;3;5;2;3,33;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"455";35503094280;2;4;2;2,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"456";35503094286;3;5;2;3,33;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"457";35503094456;5;5;1;3,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"458";35503096008;1;2;2;1,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"459";35503096746;3;2;2;2,33;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"460";35503096772;5;4;2;3,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"461";35503096798;3;5;2;3,33;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"462";35503096802;3;4;2;3;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"463";35503096824;3;2;3;2,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"464";35503096960;2;5;2;3;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"465";35503096994;3;3;2;2,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"466";35503096998;5;2;2;3;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"467";35503097044;3;2;2;2,33;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"468";35503097046;1;2;2;1,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"469";35503097112;5;5;2;4;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"470";35503097178;5;2;2;3;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"471";35503097240;3;2;2;2,33;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"472";35503097366;3;5;2;3,33;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"473";35503097392;3;4;3;3,33;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"474";35503098224;5;2;2;3;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"475";35503098230;3;4;2;3;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"476";35503098274;1;2;2;1,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"477";35503098430;3;4;1;2,67;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"478";35503098566;3;4;2;3;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"479";35503098790;3;4;2;3;2019;355030;3550308;"São Paulo";"SAO PAULO";"Metrópole"
"480";35510095560;3;3;3;3;2019;355100;3551009;"São Paulo";"SAO VICENTE";"Grande"
"481";35510095578;2;3;3;2,67;2019;355100;3551009;"São Paulo";"SAO VICENTE";"Grande"
"482";35522097438;3;1;2;2;2019;355220;3552205;"São Paulo";"SOROCABA";"Grande"
"483";35522098212;1;1;2;1,33;2019;355220;3552205;"São Paulo";"SOROCABA";"Grande"
"484";35541098314;3;3;2;2,67;2019;355410;3554102;"São Paulo";"TAUBATE";"Grande"
"485";41048098536;3;3;2;2,67;2019;410480;4104808;"Paraná";"CASCAVEL";"Grande"
"486";41069098910;3;3;4;3,33;2019;410690;4106902;"Paraná";"CURITIBA";"Metrópole"
"487";41137096536;3;3;2;2,67;2019;411370;4113700;"Paraná";"LONDRINA";"Grande"
"488";41152097836;4;3;2;3;2019;411520;4115200;"Paraná";"MARINGA";"Grande"
"489";41199095942;4;2;2;2,67;2019;411990;4119905;"Paraná";"PONTA GROSSA";"Grande"
"490";41281098130;4;2;2;2,67;2019;412810;4128104;"Paraná";"UMUARAMA";"Grande"
"491";42024097980;5;3;2;3,33;2019;420240;4202404;"Santa Catarina";"BLUMENAU";"Grande"
"492";42054094708;3;3;2;2,67;2019;420540;4205407;"Santa Catarina";"FLORIANOPOLIS";"Grande"
"493";42089097653;5;3;5;4,33;2019;420890;4208906;"Santa Catarina";"JARAGUA DO SUL";"Grande"
"494";42091094718;4;3;3;3,33;2019;420910;4209102;"Santa Catarina";"JOINVILLE";"Grande"
"495";42091097086;5;3;2;3,33;2019;420910;4209102;"Santa Catarina";"JOINVILLE";"Grande"
"496";42093097840;5;3;2;3,33;2019;420930;4209300;"Santa Catarina";"LAGES";"Grande"
"497";42093098614;3;3;2;2,67;2019;420930;4209300;"Santa Catarina";"LAGES";"Grande"
"498";42119098528;3;5;2;3,33;2019;421190;4211900;"Santa Catarina";"PALHOCA";"Grande"
"499";42166098968;3;3;2;2,67;2019;421660;4216602;"Santa Catarina";"SAO JOSE";"Grande"
"500";43031096744;5;3;2;3,33;2019;430310;4303103;"Rio Grande do Sul";"CACHOEIRINHA";"Grande"
"501";43051098340;3;3;3;3;2019;430510;4305108;"Rio Grande do Sul";"CAXIAS DO SUL";"Grande"
"502";43134099008;2;2;NA;NA;2019;431340;4313409;"Rio Grande do Sul";"NOVO HAMBURGO";"Grande"
"503";43144098020;2;2;2;2;2019;431440;4314407;"Rio Grande do Sul";"PELOTAS";"Grande"
"504";50027094116;2;5;5;4;2019;500270;5002704;"Mato Grosso do Sul";"CAMPO GRANDE";"Grande"
"505";51034093754;3;1;2;2;2019;510340;5103403;"Mato Grosso";"CUIABA";"Grande"
"506";52011095764;3;1;3;2,33;2019;520110;5201108;"Goiás";"ANAPOLIS";"Grande"
"507";52014094486;3;1;3;2,33;2019;520140;5201405;"Goiás";"APARECIDA DE GOIANIA";"Grande"
"508";52014094508;3;1;3;2,33;2019;520140;5201405;"Goiás";"APARECIDA DE GOIANIA";"Grande"
"509";52087094796;2;3;2;2,33;2019;520870;5208707;"Goiás";"GOIANIA";"Metrópole"
"510";52087096300;2;5;1;2,67;2019;520870;5208707;"Goiás";"GOIANIA";"Metrópole"
"511";53001097536;3;1;1;1,67;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"512";53001098334;3;3;1;2,33;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"513";53001098956;2;2;2;2;2019;530010;5300108;"Distrito Federal";"BRASILIA";"Metrópole"
"514";11000199162;4;1;NA;NA;2019;110001;1100015;"Rondonia";"ALTA FLORESTA DOESTE";"Médio"
"515";11000698810;3;2;1;2;2019;110006;1100064;"Rondonia";"COLORADO DO OESTE";"Pequeno I"
"516";11003398012;2;2;3;2,33;2019;110033;1100338;"Rondonia";"NOVA MAMORE";"Pequeno II"
"517";11004598072;3;5;3;3,67;2019;110045;1100452;"Rondonia";"BURITIS";"Pequeno II"
"518";11100021119;2;3;2;2,33;2019;110002;1100023;"Rondonia";"ARIQUEMES";"Médio"
"519";11100042911;4;3;3;3,33;2019;110004;1100049;"Rondonia";"CACOAL";"Médio"
"520";11100051514;3;1;2;2;2019;110005;1100056;"Rondonia";"CEREJEIRAS";"Pequeno I"
"521";11100102998;2;3;3;2,67;2019;110010;1100106;"Rondonia";"GUAJARA-MIRIM";"Pequeno II"
"522";11100112887;2;2;4;2,67;2019;110011;1100114;"Rondonia";"JARU";"Médio"
"523";11100152092;4;3;3;3,33;2019;110015;1100155;"Rondonia";"OURO PRETO DO OESTE";"Pequeno II"
"524";11100181545;4;3;3;3,33;2019;110018;1100189;"Rondonia";"PIMENTA BUENO";"Pequeno II"
"525";11100253093;5;1;3;3;2019;110025;1100254;"Rondonia";"PRESIDENTE MEDICI";"Pequeno II"
"526";11100282844;3;3;3;3;2019;110028;1100288;"Rondonia";"ROLIM DE MOURA";"Médio"
"527";11100300289;5;3;3;3,67;2019;110030;1100304;"Rondonia";"VILHENA";"Médio"
"528";11100803510;2;3;3;2,67;2019;110080;1100809;"Rondonia";"CANDEIAS DO JAMARI";"Pequeno I"
"529";11101102797;4;1;3;2,67;2019;110110;1101104;"Rondonia";"ITAPUA DO OESTE";"Pequeno I"
"530";11200050279;3;5;4;4;2019;120005;1200054;"Acre";"ASSIS BRASIL";"Pequeno I"
"531";11200101172;3;2;3;2,67;2019;120010;1200104;"Acre";"BRASILEIA";"Pequeno II"
"532";11200202260;5;3;3;3,67;2019;120020;1200203;"Acre";"CRUZEIRO DO SUL";"Médio"
